#CODE;RUSSIAN;x
INSULT_PIGFACE;хрюшка;x #child
RIP.11555.b;Нет. Это неправильно!;x
RIP.11556.d;Запасы продовольствия истощены. Несмотря на то, что Вы в состоянии найти для себя немного, чтобы продержаться чуть дольше, очевидно, [Root.Capital.GetName] больше не является тем местом, где можно остаться и выжить.;x
RIP.11556.a;Нам всем сейчас трудно...;x
#RIP.11557.d;Бесконечный голод больше не мучат Вас, Вы начали понемногу набирать вес. Похоже, это суровое испытание уже позади.;x
tiny_food_shortage;Незначительное недоедание;x
minor_food_shortage;Небольшое недоедание;x
normal_food_shortage;Недоедание;x
starving_food_shortage;Голод!;x
greedy_food_shortage;Прожорливый;x
tiny_food_shortage_desc;Это[GetYMu] [GetAgedPersonDAT] слегка не хватает еды.;x
minor_food_shortage_desc;Эт[GetEtaEtot] [GetAgedPerson] страдает от недоедания.;x
normal_food_shortage_desc;Эт[GetEtaEtot] [GetAgedPerson] голодает.;x
starving_food_shortage_desc;Эт[GetEtaEtot] [GetAgedPerson] скоро умрёт от голода.;x
greedy_food_shortage_desc;Эт[GetEtaEtot] [GetAgedPerson] ест больше чем позволяет честное распределение еды.;x
hospital_building_1;Лазарет;x
hospital_building_1_desc;Здание для содержания больных.;x
hospital_building_2;Большой лазарет;x
hospital_building_2_desc;Более крупное здание вмещает большее число пациентов.;x
hospital_building_3;Лечебные палаты;x
hospital_building_3_desc;Лечение эффективнее, когда больные разделены по разным группам заболеваний.;x
hospital_building_4;Большие лечебные палаты;x
hospital_building_4_desc;Более крупные палаты позволяют лечить больше пациентов.;x
hospital_building_5;Крупный лечебный комплекс;x
hospital_building_5_desc;Здание специально спроектировано так, чтобы наиболее эффективно лечить и распределять больных.;x
leper_colony_1;Лепрозорий;x
leper_colony_building_desc;Изолируя больных, здоровые чувствуют себя безопаснее. Как говорится, с глаз долой, из сердца вон.;x
EVTOPTA8468;Один, услышь мой зов!;x
valhalla_bound;Место в Вальгалле;x
valhalla_bound_desc;Множество великих побед эт[GetOyOgo] [GetAgedPersonGEN] во славу Одина открывают [GetHerHim] путь в Вальгаллу!;x
ravager;Разоритель;x #Разоритель[GetEndNitsa];x `
ravager_desc;Эт[GetEtaEtot] [GetManWoman] извест[GetNaEn] как грозн[GetAyaYy] разоритель[GetEndNitsa], немногие викинги могут похвастаться такой славой.;x
seaking;Повелитель морей;x
seaking_desc;Эт[GetEtaEtot] [GetAgedPerson] внушает страх даже в самых далёких землях. Любой, кто знает море, знает и о его грозном хозяине.;x
TOG.3321.d;Немногие смертные имеют столь грозную репутацию, как Вы. Пока викинги совершали налёты, Вы уничтожали целые города, оставляя в живых лишь одного, дабы поведал всем, что за ними идёт [Root.GetFirstName] Разоритель[Root.GetEndNitsa].;x
TOG.3321.a;Меня ждут новые свершения.;x
TOG.3322.d;Теперь Вы известны как [Root.GetFirstName] [Root.GetOverlordCap] морей, и куда бы Вы не захотели отправиться, ничто Вас не удержит, ибо на Вашей стороне неистовые волны и грозные морские ветра. Ни од[Root.GetNaIn] [Root.GetManWoman]а не справится с кораблём лучше Вас, не будет сражаться свирепее Вас, и не внушит столько ужаса.;x
